Title,Company Name,Rating,Experience,Salary,Location,Job Overview,Date Posted,Skills,URL
Web Developer,Coding Spider Info Tech,5,0-1 Yrs,Not disclosed,Hubli,"For creative people, who can bring creative, fresh and elegant designs. Advanced Know...",30+ Days Ago,"Graphics, Analytical skills, HTML;Javascript, CSS, Web technologies, Production, Programming, PHP",https://www.naukri.com/job-listings-web-developer-coding-spider-info-tech-private-limited-hubli-0-to-1-years-290722502145
Web Developer,Asquare Infotech,None,0-2 Yrs,Not disclosed,Pune,Aggressive problem diagnosis and creative problem solving skills . Strong organisationa...,30+ Days Ago,"Web application development, jQuery, Web technologies, Javascript, Programming, PHP, HTML, Object oriented programming",https://www.naukri.com/job-listings-web-developer-asquare-infotech-pune-0-to-2-years-290424500447
Dedicated Web Developers,Solidale Infotech Pvt. Ltd,4,0-2 Yrs,Not disclosed,Moradabad,"Testing and Debugging: Identifying and fixing technical issues, ensuring the website or...",30+ Days Ago,"Front end, Web development, Debugging, Javascript, Developer, PHP, HTML, Web designing",https://www.naukri.com/job-listings-dedicated-web-developers-solidale-infotech-pvt-ltd-moradabad-0-to-2-years-280923500116
web developer,Neso Academy,None,0-3 Yrs,Not disclosed,Noida,neso academy is looking for web developer to join our dynamic team and embark on a rewa...,30+ Days Ago,"Web technologies, Development, Web development",https://www.naukri.com/job-listings-web-developer-neso-academy-noida-0-to-3-years-260824502140
Web Developer,APS InfoTech,2.1,0-3 Yrs,Not disclosed,Nashik,". Ability to work and thrive in a fast-paced environment, learn rapidly and master dive...",30+ Days Ago,"Web application development, Web technologies, Javascript, Programming, PHP, HTML, Object oriented programming, Analytics",https://www.naukri.com/job-listings-web-developer-apsc-infotech-nashik-0-to-3-years-100123500838
Web Developer,Asquare Infotech,None,0-2 Yrs,Not disclosed,Pune,"We are looking for an outstanding Web Developer to be responsible for the coding, inn...",30+ Days Ago,"Computer science, Web application development, jQuery, Web technologies, Coding, Javascript, PHP, HTML",https://www.naukri.com/job-listings-web-developer-asquare-infotech-pune-0-to-2-years-080523500535
Web Developer,Growyder Plus Communication,None,0-1 Yrs,Not disclosed,"Varanasi, Bengaluru",Role Category: Programming Design . Employment Type: Full Time SKILLS REQUIREDEXPERIENC...,30+ Days Ago,"CSS, jQuery, Illustrator, Application programming, Javascript, HTML, ITES, Photoshop",https://www.naukri.com/job-listings-web-developer-growyder-plus-communication-varanasi-bengaluru-0-to-1-years-070420500368
Web developer,Muthu Innovators & Creators,None,0-3 Yrs,Not disclosed,Chennai,Muthu Innovators and Creators Pvt Ltd is looking for Web developer to join our dynamic ...,30+ Days Ago,"css, wordpress, ui development, wordpress cms, core php, bootstrap, ajax, javascript",https://www.naukri.com/job-listings-web-developer-muthu-innovators-and-creators-pvt-ltd-chennai-0-to-3-years-110724502210
Web Developer,Simplify Solutions,None,0-3 Yrs,2.5-7 Lacs PA,"Hybrid - Anantapur, Guntur, Kurnool","Website and software application designing Using scripting or authoring languages, mana...",11 Days Ago,"Wordpress, Full Stack, Web Development, Mern Stack, Mean Stack, Frontend Development, UI Development, Web Application Development",https://www.naukri.com/job-listings-web-developer-simplify-solutions-anantapur-guntur-kurnool-0-to-3-years-210924006831
Web Developer,Smart Placement Services,None,0-1 Yrs,1.75-3.75 Lacs PA,Pune,"Urgently Required Web Developer Experience- 0 to 1 Skills- HTML, CSS, JAVASCRIPT salary...",13 Days Ago,"CSS, Javascript, HTML, Web Development, Wordpress, PHP, Cs, Web technologies",https://www.naukri.com/job-listings-web-developer-smart-placement-services-pune-0-to-1-years-190924000156
Web Developer,Platina Web Solutions,None,0-2 Yrs,Not disclosed,Jaipur,Platina Web Solutions LLP is looking for Web Developer to join our dynamic team and emb...,30+ Days Ago,"Web technologies, Development, Web development",https://www.naukri.com/job-listings-web-developer-platina-web-solutions-llp-jaipur-0-to-2-years-020724502130
Shopify Web Developer,Designersio,None,0-1 Yrs,Not disclosed,New Delhi,"Bachelors degree in Computer Science, Web Development, or a related field (or equivalen...",30+ Days Ago,"Graphic designing, Content management system, Javascript, E-commerce, HTML, Web designing, Application development, Digital marketing",https://www.naukri.com/job-listings-shopify-web-developer-designers-io-new-delhi-0-to-1-years-060524500457
Web Developer,Brickwork India,3.7,03 Oct - 04 Oct,Not disclosed,Bengaluru,"Job Title : Web Developer. Job Location : Bannerghatta Road, Bangalore. Work Timings : ...",Walk-in,"Drupal, Shopify, Web Development, Wordpress, Dreamweaver, HTML, Photoshop, Joomla",https://www.naukri.com/job-listings-web-developer-brickwork-india-bengaluru-2-to-5-years-021024004579
Web Developer,Laremibiztv,None,5-10 Yrs,Not disclosed,Remote,Knowledge of the Integration tools like Zapier etc a must. Preferred candidate profile ...,1 Day Ago,"Web Designing, Wordpress Themes, UI/UX, Google Analytics, Php Development, Integration of digital marketing elements with Website, SEO, Web technologies",https://www.naukri.com/job-listings-web-developer-laremibiztv-delhi-ncr-5-to-10-years-011024015456
Web Developer,The Qwerty Ink,4.6,0-4 Yrs,Not disclosed,"Mumbai(Lower Parel), Mumbai Suburban","1. Develop high-quality, tested code for responsive websites, including mobile design. ...",5 Days Ago,"Web Development, CSS, Time Management, Woocommerce, WIX, HTML, Shopify, JQuery",https://www.naukri.com/job-listings-web-developer-the-qwerty-ink-mumbai-mumbai-suburban-0-to-4-years-101023005958
Web Developer,Alphanumeric Ideas,2.4,0-2 Yrs,Not disclosed,Ludhiana,A Bachelors Degree or Equivalent Education . .,30+ Days Ago,"Backend, CSS, Web technologies, Coding, Javascript, HTML, Visual Design, Web development",https://www.naukri.com/job-listings-web-developer-alphanumeric-ideas-ludhiana-0-to-2-years-101122502852
Web Developer,Trigent Software,3.7,1-3 Yrs,1-3.5 Lacs PA,Mumbai,Job Description Role: Web DeveloperLocation: MumbaiProject Duration: 6-8 months Skills...,1 Day Ago,"CSS, Email/Campaign Management, HTML, JIRA",https://www.naukri.com/job-listings-web-developer-trigent-software-mumbai-1-to-3-years-011024000394
Web Developer,Coding Spider Info Tech,5,0-1 Yrs,Not disclosed,Hubli,"For creative people, who can bring creative, fresh and elegant designs. Advanced Know...",30+ Days Ago,"Graphics, Analytical skills, HTML;Javascript, CSS, Web technologies, Production, Programming, PHP",https://www.naukri.com/job-listings-web-developer-coding-spider-info-tech-private-limited-hubli-0-to-1-years-290722502145
Web Developer,Asquare Infotech,None,0-2 Yrs,Not disclosed,Pune,Aggressive problem diagnosis and creative problem solving skills . Strong organisationa...,30+ Days Ago,"Web application development, jQuery, Web technologies, Javascript, Programming, PHP, HTML, Object oriented programming",https://www.naukri.com/job-listings-web-developer-asquare-infotech-pune-0-to-2-years-290424500447
Dedicated Web Developers,Solidale Infotech Pvt. Ltd,4,0-2 Yrs,Not disclosed,Moradabad,"Testing and Debugging: Identifying and fixing technical issues, ensuring the website or...",30+ Days Ago,"Front end, Web development, Debugging, Javascript, Developer, PHP, HTML, Web designing",https://www.naukri.com/job-listings-dedicated-web-developers-solidale-infotech-pvt-ltd-moradabad-0-to-2-years-280923500116
web developer,Neso Academy,None,0-3 Yrs,Not disclosed,Noida,neso academy is looking for web developer to join our dynamic team and embark on a rewa...,30+ Days Ago,"Web technologies, Development, Web development",https://www.naukri.com/job-listings-web-developer-neso-academy-noida-0-to-3-years-260824502140
Web Developer,APS InfoTech,2.1,0-3 Yrs,Not disclosed,Nashik,". Ability to work and thrive in a fast-paced environment, learn rapidly and master dive...",30+ Days Ago,"Web application development, Web technologies, Javascript, Programming, PHP, HTML, Object oriented programming, Analytics",https://www.naukri.com/job-listings-web-developer-apsc-infotech-nashik-0-to-3-years-100123500838
Web Developer,Asquare Infotech,None,0-2 Yrs,Not disclosed,Pune,"We are looking for an outstanding Web Developer to be responsible for the coding, inn...",30+ Days Ago,"Computer science, Web application development, jQuery, Web technologies, Coding, Javascript, PHP, HTML",https://www.naukri.com/job-listings-web-developer-asquare-infotech-pune-0-to-2-years-080523500535
Web Developer,Growyder Plus Communication,None,0-1 Yrs,Not disclosed,"Varanasi, Bengaluru",Role Category: Programming Design . Employment Type: Full Time SKILLS REQUIREDEXPERIENC...,30+ Days Ago,"CSS, jQuery, Illustrator, Application programming, Javascript, HTML, ITES, Photoshop",https://www.naukri.com/job-listings-web-developer-growyder-plus-communication-varanasi-bengaluru-0-to-1-years-070420500368
Web Developer,KP Aditya Co,1.5,24 Sep - 03 Oct,Not disclosed,Hyderabad,Experience working with MySQL database management system for storing data efficiently. ...,None,"Web Design And Development, Design, Development, Web development, Design development, Web designing, Web technologies, Development",https://www.naukri.com/job-listings-web-developer-kp-aditya-co-private-limited-hyderabad-5-to-10-years-230924012788
Web Developer,randstad offshore,None,2-6 Yrs,Not disclosed,Remote,Experience: 4 years,14 Days Ago,"Web Developer, INTGEGRATION, API, Development, Web technologies, Web development",https://www.naukri.com/job-listings-web-developer-randstad-pune-2-to-6-years-180924004595
Web developer,Muthu Innovators & Creators,None,0-3 Yrs,Not disclosed,Chennai,Muthu Innovators and Creators Pvt Ltd is looking for Web developer to join our dynamic ...,30+ Days Ago,"css, wordpress, ui development, wordpress cms, core php, bootstrap, ajax, javascript",https://www.naukri.com/job-listings-web-developer-muthu-innovators-and-creators-pvt-ltd-chennai-0-to-3-years-110724502210
Web Developer,Teledyne Technologies,None,1-4 Yrs,Not disclosed,Pune,"Bachelors degree in computer science, information technology, marketing, communications...",4 Days Ago,"application programmingseo, css, editingproofer, copy writing, communication skills, Application, Web technologies, Cs",https://www.naukri.com/job-listings-web-developer-teledyne-technologies-pune-1-to-4-years-280924500652
Web Developer,Teledyne Technologies,None,1-4 Yrs,Not disclosed,Pune,"Bachelor s degree in computer science, information technology, marketing, communication...",5 Days Ago,"jQuery, Web development, Javascript, CMS, HTML, Visual Studio, SEO, Troubleshooting",https://www.naukri.com/job-listings-web-developer-teledyne-technologies-pune-1-to-4-years-270924500973
Web Developer,SLJ Consulting Company,None,2-4 Yrs,Not disclosed,Coimbatore,"Creating the structure and content of web pages with HTML, PHP, CSS to style the appear...",6 Days Ago,"Web Development, CSS, PostgreSQL, HTML, SQL, ROR, Django, MySQL",https://www.naukri.com/job-listings-web-developer-slj-consulting-company-coimbatore-2-to-4-years-260924914025
Web Developer,Skills 2 Acheive Online,None,3-6 Yrs,Not disclosed,Bengaluru,"Requirements: . Proficient in HTML, CSS, JavaScript, and other relevant web technologie...",5 Days Ago,"Content management, CSS, Web technologies, Management systems, Javascript, Deployment, HTML, Testing",https://www.naukri.com/job-listings-web-developer-skills-2-acheive-online-bengaluru-3-to-6-years-260924504914
Web Developer,Posimyth Innovations,None,1-6 Yrs,Not disclosed,Ahmedabad,POSIMYTH Innovations is looking for Web Developer to join our dynamic team and embark o...,6 Days Ago,"c#, css, software development, web application, application design, ui development, operating systems, photoshop",https://www.naukri.com/job-listings-web-developer-posimyth-innovations-ahmedabad-1-to-6-years-260924503985
System Administrator,ValuePoint,3.8,0-5 Yrs,Not disclosed,Bengaluru(Sampangirama Nagar +3),2) Infantry Road --> Exp: Fresher with Desktop support Knowledge. 3) Peenya --> Field s...,4 Days Ago,"System Administration, Desktop Support, Field Support, OS Installation, PC Assembling, Printer Support, System Troubleshooting, windows",https://www.naukri.com/job-listings-system-administrator-valuepoint-bengaluru-0-to-5-years-120324008538
System Administrator,Omega Software,4.7,0-2 Yrs,Not disclosed,Dombivli,The ideal candidate will have 6 months to 2 years of experience managing and maintainin...,9 Days Ago,"IIS, Linux, Networking, Active directory, DNS, Windows, DHCP, SQL",https://www.naukri.com/job-listings-system-administrator-omega-softwares-dombivli-0-to-2-years-230924502382
System Admin,S.K. Translines,4.3,0-2 Yrs,Not disclosed,Jalgaon,"The System Administrator ensures the security, efficiency, and reliability of the com...",13 Days Ago,"Health insurance, Administration, Provident fund, IT infrastructure, Troubleshooting, Staff training, Technical support, Monitoring",https://www.naukri.com/job-listings-system-admin-s-k-translines-pvt-ltd-jalgaon-0-to-2-years-190924503880
System Administrator,Yalamanchili Software Exports,3.4,0-2 Yrs,Not disclosed,Visakhapatnam,"Experience in Server & Linux Administration like Installation, Configuration and Harden...",15 Days Ago,"System Engineering, System Administration, Linux System Administration, Linux Server, Data Replication, Windows Administration, Server Installation, Restore",https://www.naukri.com/job-listings-system-administrator-yalamanchili-software-exports-visakhapatnam-0-to-2-years-170924019319
System Administrator,Aliengena Captive,2.9,0-1 Yrs,Not disclosed,Pune,Aliengena Captive Private Limited is looking for System Administrator to join our dynam...,30+ Days Ago,"System Administrator, System administration, System, Administration",https://www.naukri.com/job-listings-system-administrator-aliengena-captive-private-limited-pune-0-to-1-years-190624501053
System Administrator,Netgains Technologies,3.2,0-1 Yrs,Not disclosed,Mumbai,System Administrator MCSE/ MCP/ MCSA Certified and B.Tech/ BE with 0.0 -1 yrs exp & han...,30+ Days Ago,"MCSA, IIS, FTP, Linux, Windows, MCP, MCSE, System Administrator",https://www.naukri.com/job-listings-system-administrator-netgains-technologies-pvt-ltd-mumbai-0-to-1-years-291018500690
System Administrator,Definedge Securities Broking,None,0-3 Yrs,Not disclosed,Pune,Familiar with cloud and on premises setup.   Virtualization   Knowledge of version...,30+ Days Ago,"Networking, Cloud, Windows, Virtualization, System Administrator, System administration, Administration, System",https://www.naukri.com/job-listings-system-administrator-definedge-solutions-pune-0-to-3-years-290623500793
System Administrator,Asian Institute Of Nephrology And Urology,4.2,0-4 Yrs,Not disclosed,Hyderabad,"Installing, configuring, and maintaining servers, network equipment, and storage syst...",30+ Days Ago,"System Administrator, Administration, System administration, System",https://www.naukri.com/job-listings-system-administrator-asian-institute-of-nephrology-and-urology-hyderabad-0-to-4-years-290523500755
System Admin,Spanidea,3.4,0-2 Yrs,Not disclosed,Bengaluru,Install and configure software and hardware   Manage network servers and technology ...,30+ Days Ago,"Ubuntu, Router configuration, LAN, Manager Technology, OS installation, Network management, WiFi, Troubleshooting",https://www.naukri.com/job-listings-system-admin-spanidea-systems-pvt-ltd-bengaluru-0-to-2-years-240922501113
System Administrator,Kal Informatics,4.7,0-4 Yrs,Not disclosed,Vijayawada,"Perform daily backup operations, ensuring all required file systems and system data are...",30+ Days Ago,"Computer science, Networking, Operating systems, Intranet, DNS, Deployment, Windows, Troubleshooting",https://www.naukri.com/job-listings-system-administrator-kal-informatics-vijayawada-0-to-4-years-150622501742
System Administrator,Anandrishiji Hospital,2.6,0-2 Yrs,Not disclosed,Ahmednagar,Anandrishiji Hospital is looking for System Administrator to join our dynamic team and ...,30+ Days Ago,"server, configuration, administration, disaster recovery, networking, system administration, high availability, technical support",https://www.naukri.com/job-listings-system-administrator-anandrishiji-hospital-ahmednagar-0-to-2-years-070524501580
System Administrator,DCKAP,3.8,0-1 Yrs,Not disclosed,Chennai,"Working knowledge of Mac. Good Knowledge in Wireless Acess Point, TCP /IP, FTP, SFTP, c...",30+ Days Ago,"Wireless, Ubuntu, FTP, Adsl, Networking, SNMP, Antivirus, CCTV",https://www.naukri.com/job-listings-system-administrator-dckap-technologies-pvt-ltd-chennai-0-to-1-years-020718500621
Network Engineer,Infibrain Technologies Llp,None,0-1 Yrs,Not disclosed,Rajkot,Performing disaster recovery operations and data backups when requiredReplacing faulty ...,12 Days Ago,"switching, application software, network engineering, network security, configuration, networking, disaster recovery, recovery operations",https://www.naukri.com/job-listings-network-engineer-infibrain-technologies-llp-rajkot-0-to-1-years-200924504548
OpenShift Administrator,Cubensquare,None,0-1 Yrs,Not disclosed,Bengaluru,Required Skills :   Expertise with the RedHat OpenShift Container Platform....,30+ Days Ago,"IT services, VMware, Redhat, Automation, Consulting, Disaster recovery, Virtualization, RHCE",https://www.naukri.com/job-listings-openshift-administrator-cubensquare-bengaluru-0-to-1-years-290724502246
Desktop Support Engineer,Corbus,3.6,0-1 Yrs,2.25-2.5 Lacs PA,Noida(Sector-125 Noida),"Roles and ResponsibilitiesProvide desktop support to end-users, troubleshooting and res...",21 Days Ago,"Desktop Support, System Administration, Network Troubleshooting, IT Support, Outlook Configuration, Windows Installation, Software Installation, Configuring LAN",https://www.naukri.com/job-listings-desktop-support-engineer-corbus-noida-0-to-1-years-110924015799
System Engineer,Cognisive,4,0-1 Yrs,Not disclosed,Coimbatore,"Open to work in rotational shifts, 24 / 7 support environment  . Should have basic unde...",30+ Days Ago,"Linux, VPN, Configuration management, Windows, cisco, Server Administrator, MPLS, Firewall",https://www.naukri.com/job-listings-system-engineer-cognisive-coimbatore-0-to-1-years-101122501064
Hiring Freshers For Network engineer and Desktop Support Engineer,App Technology,None,0 Yrs,Not disclosed,Chennai,Male candidates only2014 to 2024 batch can apply Hands-on experience in MS-Outlook conf...,30 Days Ago,"OS Installation, Hardware Networking, System Administration, Network Support, Hardware Support, Network Engineering, System Engineering, System Support",https://www.naukri.com/job-listings-hiring-freshers-for-network-engineer-and-desktop-support-engineer-app-technology-chennai-0-to-0-years-020924906483
Hiring Freshers For Desktop Support Engineer & Network Engineer-Male,App Technology,None,0 Yrs,Not disclosed,Chennai,Male candidates only 2014 to 2024 batch can apply Any graduatesHands-on experience in M...,30 Days Ago,"OS Installation, Hardware Networking, Laptop Support, Desktop Support, Desktop Engineering, Printer Support, Desktop Administration, System Administration",https://www.naukri.com/job-listings-hiring-freshers-for-desktop-support-engineer-network-engineer-male-app-technology-chennai-0-to-0-years-020924906422
Trainee System Admin/IT Administrator - Hindi required,Top B2B MNC in BPO Domain,None,0-3 Yrs,2.5-5 Lacs PA,"Hyderabad, Chennai, Bengaluru",We are hiring for Trainee System Admin / IT Administrator - Hindi language required Tec...,4 Days Ago,"Desktop Administration, System Admin, Trainee, Desktop Support, Technical Voice Process, LAN Troubleshooting, IT Support, Technical Helpdesk",https://www.naukri.com/job-listings-trainee-system-admin-it-administrator-hindi-required-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-3-years-280924006391
Linux System Administrator,Clonetab,None,0-1 Yrs,Not disclosed,Vijayawada,"Cloud Technologies: Knowledge of at least one cloud platform, such as AWS or Azure, inc...",7 Days Ago,"Linux System, VMware Administration, Azure, ZFS Filesystem Management, configuration, DNS, troubleshooting, TCP/IP",https://www.naukri.com/job-listings-linux-system-administrator-clonetab-vijayawada-0-to-1-years-250924918968
Siebel system admin,HARP Technologies & Services,4.3,5-8 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune",Fluent in English communication and must have worked in client facing role. The consult...,4 Days Ago,"Siebel, system Administrator, RCA, system Architecture, Performance Tuning, Performance, System administration, Architecture",https://www.naukri.com/job-listings-siebel-system-admin-harp-technologies-services-mumbai-hyderabad-pune-5-to-8-years-270924924325
System Admin,Foresight Software,3.3,2-7 Yrs,Not disclosed,Bengaluru,"As a System Admin, you are expected to excel in addressing technical issues for exis...",7 Days Ago,"data loss prevention, HP data protector, data security, Customer satisfaction, Customer support, MCSE, SCCM, Technical support",https://www.naukri.com/job-listings-system-admin-foresight-software-solutions-bengaluru-2-to-7-years-250924501066
System Administrator | 5 Days Working | Gurugram,Wroffy Technologies Private Limited,3.7,3-5 Yrs,3.25-6 Lacs PA,Gurugram,Must have good experience Microsoft 365 could base suite of products and managed and se...,5 Days Ago,"Laptop Support, Firewall, Symantec, VMware, Hyper-V, Sonicwall, G Suite, Server",https://www.naukri.com/job-listings-system-administrator-5-days-working-gurugram-wroffy-technologies-private-limited-gurugram-3-to-5-years-270924011306
Hiring - System Administrator - Hyderabad (Night shifts),BCForward technologies india pvt ltd.,None,6-11 Yrs,4.25-7 Lacs PA,Hyderabad,Hi AllGreetings from BCforward !!!Position : SYSTEM ADMINISTRATOR  Location: Hyderabad...,Today,"Azure, O365, ITIL4, Active Directory, IP Telephony, Windows OS, Ticketing, Networking",https://www.naukri.com/job-listings-hiring-system-administrator-hyderabad-night-shifts-bcforward-hyderabad-6-to-11-years-210824004599
MCSE - Certified System Administrator,Saasvaap Techies,4.1,2-5 Yrs,Not disclosed,UAE,We are seeking experienced MCSE-certified System Administrators to join our team in the...,8 Days Ago,"IP network configuration, Windows Server environments, Client Management, system administration, Network Management, MCSE, Environment, Management",https://www.naukri.com/job-listings-mcse-certified-system-administrator-saasvaap-uae-2-to-5-years-240924919277
System Administrator,Nextgen Web Services,2.4,3-5 Yrs,Not disclosed,Coimbatore,Job Description: System AdministratorOverviewSeeking a skilled System Administrator to ...,8 Days Ago,"System Administration, TFS, Hyper-V, IIS, Azure, GIT, VPN, DNS",https://www.naukri.com/job-listings-system-administrator-nextgen-web-services-coimbatore-3-to-5-years-240924918549
System Administrator,Zouma Creative Studios,5,5-8 Yrs,Not disclosed,Mohali,. 5-8 years of experience as a System Administrator or in a similar roleThe ideal candi...,8 Days Ago,"Computer science, VMware, Linux, VPN, data integrity, Windows, Medical insurance, Information technology",https://www.naukri.com/job-listings-system-administrator-zouma-creative-studios-mohali-5-to-8-years-240924502772
System Administrator,Pactron,4.6,4-5 Yrs,3-4.5 Lacs PA,Coimbatore,"Only Male Candidate preferenceDear Candidate, ( Immediate Joiner) . We are looking for ...",8 Days Ago,"system administration, active directory, Active Directory Administration, office 365, Server Administration, LAN Troubleshooting, Server Support, Outlook Configuration",https://www.naukri.com/job-listings-system-administrator-pactron-coimbatore-4-to-5-years-240924012535
System Administrator,Stemmons Business,3.5,3-8 Yrs,2-6 Lacs PA,Vadodara,Location : Vadodara (WFO). Job Timings: Initial Night shift for 2-3 Months &a post that...,8 Days Ago,"office 365, VMware, Hyper-V, Azure Active Directory, Windows Server, Directory, Active directory, System administration",https://www.naukri.com/job-listings-system-administrator-stemmons-business-vadodara-3-to-8-years-240924009505
System Administrator,System Mutation,None,3-6 Yrs,3-5 Lacs PA,"Bangalore/Bengaluru(Jayanagar +1), Mumbai (All Areas)(Mumbai Central)","Roles and ResponsibilitiesUnderstanding following technologies - DNS, Terminal Server I...",11 Days Ago,"Server Administration, veem, HP Aruba, Hyper-V, VMware, Active Directory Administration, Veritas Backup, DNS",https://www.naukri.com/job-listings-system-administrator-system-mutation-bangalore-bengaluru-mumbai-all-areas-3-to-6-years-240423001610
Systems Administrator,Ozone Api,None,5-6 Yrs,Not disclosed,Pune,"Bachelor s degree in Computer science, IT, Engineering, or a related fieldManage help d...",9 Days Ago,"Computer science, Accessories, Financial inclusion, Finance, Infrastructure, Manager Technology, Troubleshooting, Mac Os",https://www.naukri.com/job-listings-systems-administrator-ozone-api-pune-5-to-6-years-230924502547
System Administrator,Omega Software,4.7,0-2 Yrs,Not disclosed,Dombivli,The ideal candidate will have 6 months to 2 years of experience managing and maintainin...,9 Days Ago,"IIS, Linux, Networking, Active directory, DNS, Windows, DHCP, SQL",https://www.naukri.com/job-listings-system-administrator-omega-softwares-dombivli-0-to-2-years-230924502382
System Administrator (Night Shift),Infinite Computing Systems,3.4,3-6 Yrs,Not disclosed,Mumbai (All Areas)(Andheri East),"Basic Function We are looking to hire a Senior System Administrator to manage, support ...",8 Days Ago,"Active Directory, Hyper-V, VOIP, System Administration, Group Policy, Network Support, System Support, Server Support",https://www.naukri.com/job-listings-system-administrator-night-shift-infinite-computing-systems-mumbai-all-areas-3-to-6-years-230924017103
System Administrator,Vupadhi Techno Services,3.7,4-8 Yrs,Not disclosed,Hyderabad,High Availability RedHat Clustering experience. Good Comm Skills and Strong documentati...,13 Days Ago,"Apache Server, Linux System Administration, Tomcat Server, Ngnix, Serv, Linux System, Apache, System administration",https://www.naukri.com/job-listings-system-administrator-vupadhi-techno-services-hyderabad-4-to-8-years-210524004515
Systems Administrator - NetIQ IDM,Opentext,3.8,3-8 Yrs,Not disclosed,Bengaluru,"Research, design, develop, configure, integrate, test, and maintain existing and new bu...",12 Days Ago,"NetIQ IDM, LDAP, NetIQ Designer, javascript, sql, system administration, edirectory, java",https://www.naukri.com/job-listings-systems-administrator-netiq-idm-opentext-technologies-india-pvt-ltd-bengaluru-3-to-8-years-200924914756
System Administrator,Soliton Technologies,3.8,3-5 Yrs,Not disclosed,Coimbatore,"About Soliton: Soliton Technologies Pvt. Ltd., a high-technology software company head...",11 Days Ago,"ISO, Windows, Hardware troubleshooting, Firewall, Networking, WAN, IT Support ticket, LAN",https://www.naukri.com/job-listings-system-administrator-soliton-technologies-coimbatore-3-to-5-years-200924020656
System Administrator,Datapage,2.8,1-4 Yrs,Not disclosed,Coimbatore,"1. Manage/troubleshoot systems, network devices.2. Knowledge in GSuite for Business & O...",13 Days Ago,"Server Support, Networking Protocols, Desktop Support, System Administration, DHCP, DNS, Photoshop, Indesign",https://www.naukri.com/job-listings-system-administrator-datapage-coimbatore-1-to-4-years-190924919415
Systems Administrator,IBM,4.1,5-9 Yrs,Not disclosed,Bengaluru,"Required Technical and Professional Expertise . 5+ years of strong, deep knowledge of U...",13 Days Ago,"networking concepts, ip networking, system administration, computer operating system, unix, switching, python, load balancing",https://www.naukri.com/job-listings-systems-administrator-ibm-india-pvt-limited-bengaluru-5-to-9-years-190924909930
Systems Administrator,IBM,4.1,5-9 Yrs,Not disclosed,Bengaluru,"In this role, you will be responsible for installing or upgrading Windows-based systems...",13 Days Ago,"patch management, active directory, powershell scripting, windows server, troubleshooting, windows active directory, network security, wan",https://www.naukri.com/job-listings-systems-administrator-ibm-india-pvt-limited-bengaluru-5-to-9-years-190924909415
System Administrator with ITM Group of Institutions at Navi Mumbai,Itm Edutech Training,3.2,2-7 Yrs,Not disclosed,"Mumbai, Navi Mumbai, Mumbai (All Areas)",General Shift: Shift of 8 hours and 30 Mins Must be having knowledge of firewall & wind...,13 Days Ago,"Windows Server, System Administration, System Administrator, Network switch, Networking, Server Installation, Firewall, Server setup",https://www.naukri.com/job-listings-system-administrator-with-itm-group-of-institutions-at-navi-mumbai-itm-edutech-training-mumbai-navi-mumbai-mumbai-all-areas-2-to-7-years-190924007629
System Administrator,Unitedlex,3.1,4-9 Yrs,Not disclosed,Gurugram(Cyber City),About Us UnitedLex (erstwhile iRunway India Pvt Ltd)  is a data and professional servi...,14 Days Ago,"office 365, VMware, Hyper-V, Hypervisor, Vmware Esxi, Patch Management, Exchange Administration, Patching Windows",https://www.naukri.com/job-listings-system-administrator-unitedlex-gurugram-4-to-9-years-190724004800
System Administrator,Wipro,3.8,3-7 Yrs,Not disclosed,Hyderabad,Provisions storage based on standardized procedures as outlined by EMC best practice do...,14 Days Ago,"System Administration, infrastructure maintenance, Automation, WAN, LAN, HP Data Protector, Scripting, System",https://www.naukri.com/job-listings-system-administrator-wipro-limited-hyderabad-3-to-7-years-180924914887
System Administrator,IT By Design,4.1,1-6 Yrs,Not disclosed,Chandigarh,Job descriptionTechnical Support/Service help desk/IT Help desk experience with the US...,14 Days Ago,"Windows Server, DNS Server, Server Support, Hyper-V, Active Directory Support, NOC, Windows Server Administration, Windows Administration",https://www.naukri.com/job-listings-system-administrator-it-by-design-chandigarh-1-to-6-years-180924015254
System Administrator,Capital Business Systems,3.7,3-8 Yrs,2.5-7.5 Lacs PA,Prayagraj,Total Requirement - 2 . * Position - System Administrator .,14 Days Ago,"OS Installation, Windows Server, RAID, Active Directory, Network Configuration, Ubuntu, NAS, SAN",https://www.naukri.com/job-listings-system-administrator-capital-business-systems-prayagraj-3-to-8-years-180924010806
System Administrator,Birlasoft,3.7,8-12 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Delhi / NCR",Good understanding of object oriented technologies to develop software applications,14 Days Ago,"ICM, CapticateIQ, Sales Compensation, Sales, System administration, System, Compensation, Administration",https://www.naukri.com/job-listings-system-administrator-birlasoft-pune-bengaluru-delhi-ncr-8-to-12-years-180924005014
system admin,Vimerse Infotech,2.7,3-4 Yrs,Not disclosed,Bengaluru,"Shift Work: Adapt to rotational shift schedules, including night shifts, to support ong...",15 Days Ago,"Automation, HP data protector, Compliance, devops, data integrity, Windows, JIRA, SSL",https://www.naukri.com/job-listings-system-admin-vimerse-infotech-bengaluru-3-to-4-years-170924500449
